yellow 	   colour ,  color   | 0.0 | .1 | 2
assure* 	   guarantee ,  ensure ,  insure ,  secure ,  tell ,  affirm ,  verify ,  assert ,  aver ,  swan ,  swear ,  persuade ,  see ,  check ,  control ,  quiet ,  tranquillise ,  quieten ,  still ,  promise ,  declare ,  contract ,  undertake ,  doom ,  cover ,  pledge ,  make ,  plight ,  card ,  reassure ,  cinch ,  proof   | 1.0 | .1 | 24
threaten^ 	   endanger ,  jeopardise ,  menace ,  imperil ,  peril ,  exist ,  be ,  warn ,  bode ,  prognosticate ,  betoken ,  foretell ,  forecast ,  predict ,  offer   | -1.0 | .1 | 14
survey 	   analyze ,  analyse ,  study ,  examine ,  canvas ,  see ,  follow ,  review ,  inspect ,  calculate ,  compute ,  reckon ,  figure ,  poll ,  overlook   | 0.0 | .1 | 19
sheet 	   pour ,  stream ,  cover   | 0.0 | .1 | 3
estimate 	   gauge ,  guess ,  judge ,  calculate ,  compute ,  reckon ,  figure ,  forecast ,  evaluate ,  underestimate ,  allow ,  make ,  count ,  assess ,  place ,  give ,  put ,  set   | 0.0 | .1 | 13
knit 	   join ,  wrinkle ,  crisp ,  rib ,  loop   | 0.0 | .1 | 3
spurn 	   reject ,  scorn ,  refuse ,  decline ,  rebuff   | 0.0 | .1 | 4
shelve 	   postpone ,  table ,  defer ,  delay ,  put ,  set ,  place ,  pose ,  position ,  lay ,  hold ,  suspend ,  respite ,  call   | 0.0 | .1 | 10
reshuffle 	   shuffle ,  mix ,  rearrange   | 0.0 | .1 | 3
grace* 	   decorate ,  adorn ,  change ,  alter ,  modify ,  deck ,  be ,  hang ,  beset^ ,  panel ,  fret ,  flag ,  lacquer ,  dress ,  emblazon ,  illustrate ,  colour ,  flight ,  gild ,  landscape ,  stick ,  fringe ,  encrust ,  prank ,  pipe ,  fledge ,  color ,  illuminate ,  trim ,  braid   | 1.0 | .1 | 9
ship 	   transport ,  send ,  move ,  displace ,  hire ,  engage ,  employ ,  embark ,  board ,  travel ,  journey ,  put ,  set ,  place ,  pose ,  position ,  lay ,  railroad ,  dispatch ,  forward   | 0.0 | .1 | 17
tempt 	   allure ,  invite ,  bid ,  entice ,  lure ,  provoke ,  stimulate ,  shake ,  excite ,  stir ,  charm ,  influence ,  persuade ,  arouse ,  sex ,  hook ,  call ,  snare ,  bait   | 0.0 | .1 | 19
gear 	   pitch ,  adapt* ,  accommodate   | 0.0 | .1 | 3
quantify 	   specify ,  set ,  determine ,  fix ,  limit ,  measure ,  carry ,  convey ,  express ,  gauge ,  step ,  time ,  clock ,  sound ,  weigh ,  scale ,  pace ,  meter   | 0.0 | .1 | 9
channel 	   conduct ,  transmit ,  convey ,  carry ,  bring ,  take ,  steer ,  manoeuvre ,  direct ,  point ,  head ,  guide ,  channelise ,  transfer ,  transport ,  move ,  displace ,  release ,  turn ,  translate ,  send ,  project ,  fetch ,  get   | 0.0 | .1 | 20
wash 	   rinse ,  serve ,  process ,  clean ,  launder ,  move ,  displace ,  be ,  stand ,  separate ,  cover ,  remove ,  take ,  withdraw ,  erode ,  fret ,  flow ,  whitewash ,  cradle ,  shampoo ,  scrub   | 0.0 | .1 | 19
spin 	   reel ,  rotate ,  stream ,  manufacture ,  invent ,  twist ,  distort ,  present ,  represent ,  prolong ,  extend   | 0.0 | .1 | 12
renovate 	   renew ,  refurbish ,  animate ,  revive ,  repair ,  quicken ,  stimulate ,  arouse ,  brace ,  energize   | 0.0 | .1 | 11
service 	   serve ,  function ,  work ,  operate ,  go ,  run ,  tune ,  mate ,  pair ,  couple ,  stand   | 0.0 | .1 | 11
need 	   necessitate ,  ask ,  require ,  take ,  involve ,  demand ,  want ,  be ,  need ,  cry ,  exact ,  cost ,  imply ,  draw ,  claim ,  govern   | 0.0 | .1 | 10
master* 	   know ,  overcome ,  subdue ,  defeat ,  dominate ,  control ,  command ,  subject ,  bulldog ,  cinch   | 1.0 | .1 | 10
list 	   name ,  enumerate ,  itemize ,  register ,  number ,  identify ,  lean ,  move ,  heel ,  tilt ,  tip ,  angle ,  post ,  inventory ,  index   | 0.0 | .1 | 14
bitter 	    | 0.0 | .1 | 0
range 	   run ,  be ,  roll ,  wander ,  swan ,  stray ,  roam ,  cast ,  ramble ,  drift ,  travel ,  go ,  move ,  constitute ,  represent ,  comprise ,  array ,  crop ,  browse ,  graze ,  feed ,  eat ,  give ,  rate ,  rank ,  order ,  grade ,  place ,  evaluate ,  judge ,  subordinate ,  downgrade^ ,  upgrade ,  prioritise ,  carry ,  seed ,  sequence ,  shortlist   | 0.0 | .1 | 32
listen 	   perceive ,  hear ,  concentrate ,  focus ,  center ,  centre ,  rivet ,  mind ,  hang ,  attend ,  incline   | 0.0 | .1 | 8
collapse^ 	   give ,  break ,  founder ,  change ,  suffer ,  sustain* ,  have ,  get ,  fold ,  crumble ,  tumble ,  burst ,  crack ,  weaken ,  sink ,  slump ,  implode ,  flop ,  pop ,  buckle   | -1.0 | .1 | 18
dip 	   plunge ,  douse ,  eat ,  decline ,  wane ,  stain ,  dim ,  lower ,  sink ,  slope ,  incline ,  pitch ,  duck ,  scoop ,  dabble   | 0.0 | .1 | 20
wax 	   cover ,  mount ,  climb ,  rise ,  increase ,  full ,  gain ,  jump ,  advance   | 0.0 | .1 | 7
expand* 	   grow ,  enlarge ,  boom ,  prosper ,  thrive ,  flourish ,  inflate ,  amplify ,  increase ,  elaborate ,  clarify ,  extend ,  change ,  alter ,  modify ,  balloon ,  swell ,  detail ,  specialise ,  revive ,  illustrate ,  develop ,  instance ,  exemplify ,  specialize ,  specify   | 1.0 | .1 | 18
peril 	   endanger ,  jeopardise ,  menace ,  threaten^ ,  be ,  expose ,  affect ,  impact ,  touch ,  imperil ,  compromise   | 0.0 | .1 | 10
show 	   exhibit ,  present ,  demonstrate ,  prove ,  establish ,  confirm ,  corroborate ,  sustain* ,  support ,  affirm ,  testify ,  evidence ,  inform ,  picture ,  depict ,  represent ,  interpret ,  express ,  convey ,  indicate ,  point ,  reveal ,  display ,  communicate ,  pass ,  appear ,  read ,  register ,  record ,  usher ,  lead ,  take ,  direct ,  conduct ,  guide ,  race ,  run ,  finger ,  strike ,  say ,  unveil ,  stress ,  suggest ,  cite ,  marshal ,  uncover ,  screen ,  sneer ,  menace ,  smile ,  expose ,  word ,  beam ,  project ,  define ,  imply ,  illustrate ,  accentuate ,  exude ,  flash ,  punctuate ,  presume ,  formulate ,  phrase ,  reflect ,  emphasise ,  attest ,  articulate ,  give ,  emphasize ,  certify ,  map ,  evoke ,  surcharge ,  fly ,  accent ,  negate   | 0.0 | .1 | 44
handcuff 	    | 0.0 | .1 | 0
tree 	   corner ,  steer ,  manoeuvre ,  direct ,  point ,  head ,  guide ,  channelise ,  plant ,  set ,  chase ,  trail ,  tail ,  tag ,  dog ,  track ,  stretch   | 0.0 | .1 | 17
crave 	   starve ,  lust ,  desire ,  want ,  beg ,  implore ,  pray   | 0.0 | .1 | 7
idle^ 	   slug ,  stagnate ,  loaf ,  moon   | -1.0 | .1 | 2
feel 	   experience ,  find ,  reason ,  conclude ,  sense ,  perceive ,  be ,  think ,  believe ,  consider ,  conceive ,  undergo ,  see ,  look ,  appear ,  seem ,  search ,  seek ,  finger ,  touch ,  regain ,  hold ,  entertain ,  burn ,  nurse ,  anger ,  suffocate ,  beam ,  suffer ,  harbor ,  scrabble ,  regret ,  die ,  shine ,  rejoice* ,  fume ,  crawl ,  pride ,  glow ,  congratulate   | 0.0 | .1 | 27
recommend* 	   urge ,  advocate ,  propose ,  suggest ,  advise ,  praise ,  change ,  alter ,  modify   | 1.0 | .1 | 9
cause 	   do ,  make ,  create ,  induce ,  stimulate ,  have ,  get ,  bring ,  effect ,  encourage* ,  oblige ,  suborn ,  compel ,  initiate ,  prompt ,  influence ,  move ,  breed ,  facilitate ,  force ,  inspire ,  shape ,  occasion ,  decide ,  spawn ,  motivate ,  obligate ,  persuade ,  determine ,  propel ,  pioneer ,  instigate ,  evoke ,  regulate ,  let ,  provoke ,  lead   | 0.0 | .1 | 9
absorb 	   learn ,  acquire ,  fund ,  suck ,  draw ,  blend ,  flux ,  mix ,  combine ,  merge ,  steep ,  engulf ,  plunge ,  engross ,  concentrate ,  focus ,  center ,  centre ,  rivet ,  receive ,  invite ,  engage ,  occupy ,  interest ,  involve ,  drink ,  consume ,  mop ,  blot   | 0.0 | .1 | 25
orphan 	   deprive ,  strip   | 0.0 | .1 | 2
commit 	   perpetrate ,  pull ,  act ,  move ,  give ,  dedicate ,  devote ,  use ,  utilize ,  utilise ,  apply ,  employ ,  send ,  charge ,  transfer ,  entrust ,  trust ,  confide ,  pass ,  hand ,  reach ,  invest ,  put ,  place ,  spend ,  expend ,  drop ,  job ,  speculate ,  fund ,  vow ,  make ,  obligate ,  shelter   | 0.0 | .1 | 28
thrill 	   stimulate ,  excite ,  stir ,  shake ,  shudder ,  shiver ,  tremble   | 0.0 | .1 | 10
object 	   reject ,  be ,  challenge ,  mind ,  except   | 0.0 | .1 | 2
vex 	   annoy ,  rag ,  bother ,  irritate ,  rile ,  gravel ,  devil ,  worry ,  trouble ,  distract ,  disorder ,  agitate ,  disturb ,  move ,  displace ,  debate ,  deliberate ,  stick ,  get ,  puzzle ,  baffle ,  beat ,  pose ,  bewilder ,  amaze ,  confuse ,  throw ,  befuddle ,  confound ,  beset^ ,  fret ,  poke ,  chevy ,  harry ,  plague ,  toss ,  escape ,  roil ,  grate ,  eat ,  elude ,  scramble ,  harass ,  provoke ,  hassle ,  riddle   | 0.0 | .1 | 30
mouth 	   talk ,  speak ,  utter ,  communicate ,  pretend ,  affect ,  dissemble ,  touch ,  snap ,  spout ,  shout ,  whiff ,  murmur ,  falter ,  read ,  deliver ,  mumble ,  drone ,  chant ,  enthuse ,  present ,  chatter ,  begin ,  jaw ,  tone ,  sing ,  blunder ,  whisper ,  bumble ,  swallow   | 0.0 | .1 | 8
letter 	   earn ,  garner ,  print ,  impress ,  write   | 0.0 | .1 | 5
concede^ 	   profess ,  confess ,  admit ,  acknowledge ,  yield ,  grant ,  agree ,  hold ,  cede ,  give ,  surrender ,  forgive   | -1.0 | .1 | 13
retain 	   hold ,  bear ,  carry ,  contain ,  continue ,  keep ,  prolong ,  sustain* ,  remember   | 0.0 | .1 | 11
sulk 	   stew   | 0.0 | .1 | 0
redress 	   right ,  compensate ,  correct ,  change ,  alter ,  modify   | 0.0 | .1 | 6
laugh 	   chortle ,  roar ,  guffaw   | 0.0 | .1 | 0
email 	    | 0.0 | .1 | 0
camp 	   tent ,  live ,  inhabit ,  pitch ,  change ,  alter ,  modify   | 0.0 | .1 | 7
come 	   travel ,  go ,  move ,  arrive ,  get ,  happen ,  occur ,  pass ,  change ,  follow ,  originate ,  arise* ,  rise ,  develop ,  uprise ,  grow ,  exist ,  be ,  hail ,  run ,  lead ,  extend ,  derive ,  descend ,  fall ,  result ,  total ,  number ,  amount ,  do ,  fare ,  proceed ,  experience ,  undergo ,  see ,  rank ,  shore ,  address ,  average ,  outnumber ,  approach ,  hit ,  land ,  make ,  settle ,  reach ,  aggregate ,  attain   | 0.0 | .1 | 50
say 	   state ,  tell ,  express ,  utter ,  allege ,  aver ,  assert ,  maintain ,  suppose ,  speculate ,  read ,  have ,  feature ,  order ,  request ,  pronounce ,  articulate ,  enunciate ,  convey ,  register ,  show ,  record ,  explain ,  represent ,  precede ,  click ,  respond ,  roll ,  plead ,  raise ,  introduce ,  stress ,  compel ,  note ,  remark ,  observe ,  sum ,  reply ,  trill ,  sound ,  command ,  summarize ,  accentuate ,  voice ,  add ,  require ,  present ,  answer ,  announce ,  mention ,  round ,  warn ,  call ,  give ,  declare ,  instruct ,  lilt ,  supply ,  direct ,  accent ,  explode   | 0.0 | .1 | 26
slum 	   visit ,  see   | 0.0 | .1 | 2
bomb 	   attack ,  assail ,  fail^ ,  blast ,  firebomb ,  shell   | 0.0 | .1 | 3
depart 	   go ,  exit ,  leave ,  vary ,  diverge ,  differ ,  part ,  start ,  quit ,  change ,  digress ,  divert ,  resign^ ,  belie ,  blaze ,  blow ,  decamp ,  negate   | 0.0 | .1 | 15
reschedule 	   schedule   | 0.0 | .1 | 1
gauge 	   estimate ,  guess ,  judge ,  calculate ,  compute ,  reckon ,  figure ,  rub ,  determine ,  find ,  quantify ,  measure ,  standardize ,  blend ,  flux ,  mix ,  combine ,  merge ,  underestimate ,  make ,  count ,  assess ,  place ,  give ,  put ,  set   | 0.0 | .1 | 18
touch 	   perceive ,  stir ,  affect ,  impress ,  move ,  strike ,  refer ,  pertain ,  relate ,  concern ,  meet ,  contact ,  impact ,  change ,  alter ,  modify ,  manage ,  deal ,  care ,  handle ,  reach ,  be ,  equal ,  rival ,  match ,  compete ,  vie ,  contend ,  disturb ,  allude ,  hint ,  suggest ,  understand ,  partake ,  consume ,  take ,  have ,  tint ,  color ,  colour ,  finger ,  hold ,  peril ,  feel ,  mouth ,  work ,  skirt ,  march ,  buss ,  palm ,  fret ,  scratch ,  trouble ,  edge ,  center ,  expose ,  cling ,  cover ,  hit ,  press ,  kiss ,  influence ,  engage ,  receive ,  involve ,  process ,  stimulate ,  interest ,  bother ,  distort ,  excite ,  apply ,  attach ,  thumb ,  subject ,  surround ,  endanger ,  border ,  upset ,  treat ,  violate ,  regard ,  stick ,  rub ,  caress ,  get ,  brush ,  fray ,  toe ,  tag ,  adhere ,  inconvenience ,  hug   | 0.0 | .1 | 44
busy 	   occupy ,  work ,  potter ,  dabble   | 0.0 | .1 | 2
click 	   snap ,  move ,  tick ,  sound ,  go ,  chatter ,  pronounce ,  articulate ,  enunciate ,  say ,  utter ,  emit ,  dawn   | 0.0 | .1 | 17
headline 	   advertise ,  publicize ,  supply ,  provide ,  furnish   | 0.0 | .1 | 5
decry^ 	   condemn ,  denounce   | -1.0 | .1 | 2
bust^ 	   break ,  destroy ,  ruin ,  raid ,  attack ,  assail ,  tear ,  snap ,  separate ,  disunite ,  divide ,  part ,  wear ,  decay ,  crumble ,  burst ,  pull ,  rip ,  shatter ,  fray ,  rend   | -1.0 | .1 | 19
appreciate* 	   acknowledge ,  recognize ,  understand ,  realize ,  realise ,  see ,  prize ,  value ,  treasure ,  consider ,  reckon ,  view ,  regard ,  revalue ,  increase   | 1.0 | .1 | 17
skirmish 	   contend ,  fight ,  struggle   | 0.0 | .1 | 3
bush 	   supply ,  provide ,  furnish   | 0.0 | .1 | 3
mend 	   repair ,  fix ,  doctor ,  restore ,  better ,  improve* ,  patch ,  piece ,  revamp ,  point ,  heel ,  tinker ,  sole ,  fill ,  darn   | 0.0 | .1 | 8
rice 	   sift ,  sieve ,  strain   | 0.0 | .1 | 3
plate 	   coat ,  surface ,  silver ,  chrome ,  nickel   | 0.0 | .1 | 2
pocket 	   take ,  bag ,  steal   | 0.0 | .1 | 3
lurch 	   stagger ,  reel ,  walk ,  pitch ,  shift ,  move ,  travel ,  go ,  lounge ,  loaf ,  linger ,  lurk ,  overcome ,  defeat   | 0.0 | .1 | 15
green 	   colour ,  color   | 0.0 | .1 | 2
patch 	   piece ,  join ,  supply ,  provide ,  furnish ,  repair ,  mend ,  fix ,  doctor ,  restore   | 0.0 | .1 | 16
release 	   relinquish ,  free ,  loose ,  turn ,  transmit ,  transfer ,  transport ,  channel ,  channelise ,  expel ,  eject ,  publish ,  issue ,  publicize ,  air ,  bare ,  secrete ,  exude ,  ooze ,  supply ,  resign^ ,  pass ,  hand ,  reach ,  give ,  sacrifice ,  emit ,  spew ,  withdraw ,  blow ,  bail ,  run ,  eliminate ,  throw ,  pop ,  parole ,  water ,  breathe ,  unleash ,  edit   | 0.0 | .1 | 32
hasten* 	   rush ,  hurry ,  act ,  move ,  speed ,  race ,  travel ,  go ,  expedite ,  help ,  assist ,  aid ,  induce ,  stimulate ,  effect ,  tear ,  dart ,  dash ,  flash ,  charge ,  buck ,  scoot ,  shoot   | 1.0 | .1 | 18
board 	   enter ,  room ,  live ,  inhabit ,  use ,  provide ,  supply ,  ply ,  cater ,  ship ,  embark ,  catch   | 0.0 | .1 | 9
circle 	   travel ,  go ,  move ,  circulate ,  surround ,  ring ,  hold ,  bear ,  carry ,  contain ,  form ,  compass ,  cloister ,  orbit ,  round ,  loop   | 0.0 | .1 | 14
respond 	   react ,  act ,  move ,  answer ,  reply ,  state ,  say ,  tell ,  respond ,  wonder ,  counter ,  refuse ,  return ,  accept ,  resist ,  greet ,  reject ,  notice ,  repay ,  bridle ,  decline ,  treat ,  field ,  acknowledge ,  explode ,  consent   | 0.0 | .1 | 10
fair 	   join   | 0.0 | .1 | 1
clarify 	   explain ,  change ,  alter ,  modify ,  elaborate ,  expand* ,  enlarge ,  enlighten ,  clear ,  illuminate   | 0.0 | .1 | 4
deem 	   hold ,  see ,  consider ,  reckon ,  view ,  regard   | 0.0 | .1 | 6
recruit 	   enroll ,  enter ,  enrol ,  register ,  engage ,  enlist ,  levy ,  raise ,  draft   | 0.0 | .1 | 10
result 	   prove ,  leave ,  lead ,  produce ,  come ,  follow   | 0.0 | .1 | 4
fail^ 	   neglect ,  betray ,  disappoint ,  die ,  go ,  break ,  change ,  evaluate ,  judge ,  bomb ,  worsen^ ,  decline ,  choke^ ,  default ,  fall ,  spoil ,  miss ,  blow ,  flop ,  overreach ,  founder ,  botch ,  crash ,  mishandle ,  bumble   | -1.0 | .1 | 12
resign^ 	   quit ,  leave ,  depart ,  release ,  relinquish ,  free ,  pass ,  hand ,  reach ,  give ,  reconcile ,  submit ,  accept ,  sacrifice ,  fall ,  abdicate ,  retire   | -1.0 | .1 | 14
hammer 	   beat ,  forge   | 0.0 | .1 | 3
best 	   outdo ,  trump ,  scoop ,  beat ,  crush ,  shell ,  vanquish   | 0.0 | .1 | 7
pressure^ 	   coerce ,  squeeze ,  force ,  compel ,  oblige ,  obligate ,  influence ,  work ,  drive ,  railroad ,  terrorise   | -1.0 | .1 | 8
ambition 	   desire ,  want   | 0.0 | .1 | 2
lot 	   divide ,  split ,  separate ,  distribute ,  administer ,  deal ,  give ,  apply ,  assign ,  allot ,  portion   | 0.0 | .1 | 7
stamp 	   walk ,  impress ,  qualify ,  characterise ,  stereotype ,  classify ,  class ,  sort ,  assort ,  separate ,  shape ,  form ,  work ,  forge ,  squash ,  crush ,  mash ,  squeeze ,  boss ,  date ,  block ,  meter ,  frank   | 0.0 | .1 | 20
score* 	   hit ,  tally ,  gain ,  advance ,  win* ,  mark ,  notch ,  record ,  enter ,  write ,  make ,  persuade ,  achieve ,  accomplish* ,  attain ,  reach ,  grade ,  measure ,  evaluate ,  assess ,  value ,  walk ,  have ,  cancel ,  line ,  test ,  invalidate ,  convert ,  kick ,  shoot ,  get ,  eagle ,  ace   | 1.0 | .1 | 23
scorn 	   hate^ ,  reject ,  spurn ,  refuse ,  decline ,  rebuff   | 0.0 | .1 | 5
pillory 	   expose ,  exhibit ,  display ,  punish ,  penalize ,  penalise ,  savage ,  knock ,  criticize ,  criticise^   | 0.0 | .1 | 10
pirate 	   steal ,  hijack ,  seize   | 0.0 | .1 | 3
preserve* 	   continue ,  uphold ,  keep ,  maintain ,  hold ,  conserve ,  save ,  cook ,  fix ,  ready ,  make ,  prepare ,  protect ,  persist ,  sustain* ,  enter ,  record ,  salt ,  cure ,  can ,  husband ,  resume ,  prolong ,  corn   | 1.0 | .1 | 21
discipline 	   train ,  check ,  condition ,  develop ,  correct ,  punish ,  penalize ,  penalise   | 0.0 | .1 | 8
parallel 	   match ,  fit ,  correspond ,  check ,  gibe ,  tally ,  agree ,  change ,  alter ,  modify ,  twin* ,  twin   | 0.0 | .1 | 18
extend 	   widen ,  broaden ,  increase ,  run ,  go ,  pass ,  lead ,  be ,  cover ,  continue ,  offer ,  supply ,  provide ,  furnish ,  gesture ,  motion ,  give ,  pay ,  stretch ,  tense ,  strain ,  expand* ,  change ,  alter ,  modify ,  prolong ,  lengthen ,  unfold ,  ride ,  sit ,  use ,  utilize ,  utilise ,  apply ,  employ ,  carry ,  spin ,  come ,  dot ,  task ,  span ,  sweep ,  tax ,  spread ,  cross ,  crane ,  globalise ,  overlap ,  stud   | 0.0 | .1 | 45
roll 	   turn ,  wheel ,  travel ,  go ,  move ,  sound ,  wind ,  wrap ,  displace ,  function ,  work ,  operate ,  run ,  shape ,  form ,  tumble ,  pluck ,  steal ,  wave ,  wander ,  swan ,  stray ,  roam ,  cast ,  ramble ,  range ,  drift ,  rock ,  sway ,  shake ,  pronounce ,  articulate ,  enunciate ,  say ,  seethe ,  churn ,  boil ,  roil ,  change ,  ball ,  mill ,  clue ,  bowl ,  transit ,  loop ,  reel   | 0.0 | .1 | 48
personalize 	   personalise ,  change ,  alter ,  modify   | 0.0 | .1 | 4
twinkle 	   flash ,  blink ,  winkle ,  shine ,  beam ,  flicker   | 0.0 | .1 | 6
heist 	   burglarise* ,  steal ,  burglarise   | 0.0 | .1 | 2
affiliate 	   join ,  associate ,  assort ,  interact ,  date ,  accompany ,  company ,  ally ,  see ,  companion   | 0.0 | .1 | 5
downgrade^ 	   rate ,  rank ,  range ,  order ,  grade ,  place   | -1.0 | .1 | 6
sacrifice 	   give ,  release ,  relinquish ,  resign^ ,  free ,  kill ,  sell ,  offer   | 0.0 | .1 | 8
brown 	   cook   | 0.0 | .1 | 1
trigger 	   trip ,  activate ,  spark ,  initiate ,  pioneer ,  trigger   | 0.0 | .1 | 6
heat 	   change ,  alter ,  modify ,  supply ,  provide ,  furnish ,  wake ,  ignite ,  arouse ,  elicit ,  kindle ,  evoke ,  fire ,  raise ,  provoke ,  turn ,  toast ,  reheat ,  sear ,  broil ,  crisp ,  scorch ,  bake ,  soak ,  overheat ,  fry   | 0.0 | .1 | 16
demand 	   request ,  bespeak ,  quest ,  necessitate ,  ask ,  need ,  require ,  take ,  involve ,  exact ,  claim ,  summon ,  cite ,  want ,  cost ,  clamour ,  imply ,  command ,  draw ,  expect ,  govern ,  call ,  clamor   | 0.0 | .1 | 17
plan 	   intend ,  mean ,  think ,  project ,  design ,  chart ,  organize ,  destine ,  engineer ,  draft ,  hope ,  blueprint ,  propose ,  aspire ,  concert ,  schedule ,  plot ,  scheme ,  aim ,  frame ,  designate ,  map ,  organise ,  redesign ,  specify ,  direct   | 0.0 | .1 | 7
hate^ 	   dislike ,  loathe^ ,  scorn   | -1.0 | .1 | 1
argue^ 	   reason ,  present ,  represent ,  contend ,  debate ,  fence ,  discourse ,  indicate ,  support ,  oppose ,  defend ,  spar ,  scrap ,  dispute ,  quibble ,  squabble ,  bicker   | -1.0 | .1 | 10
